invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,year,month,day
3987,WALM024,Carrollton,Home and lifestyle,$54,3.0,2023-11-08,19:25:00,Ewallet,4.0,0.48,2023,11,8
3988,WALM076,Huntsville,Fashion accessories,$16,3.0,2022-09-17,16:56:00,Ewallet,9.0,0.33,2022,9,17
3989,WALM088,Cleburne,Home and lifestyle,$29,2.0,2022-12-25,15:42:00,Ewallet,9.0,0.33,2022,12,25
3990,WALM062,Galveston,Fashion accessories,$72,3.0,2022-06-09,15:03:00,Ewallet,5.0,0.33,2022,6,9
3991,WALM094,Alamo,Home and lifestyle,$69,1.0,2023-11-18,16:42:00,Ewallet,7.0,0.33,2023,11,18
3992,WALM048,Harlingen,Fashion accessories,$51,2.0,2022-12-19,20:48:00,Ewallet,8.0,0.48,2022,12,19
3993,WALM011,Lubbock,Home and lifestyle,$22,1.0,2023-06-12,17:49:00,Ewallet,5.0,0.48,2023,6,12
3994,WALM085,Kerrville,Fashion accessories,$69,3.0,2021-06-09,19:43:00,Ewallet,6.0,0.33,2021,6,9
3995,WALM034,College Station,Home and lifestyle,$58,3.0,2022-10-20,16:03:00,Ewallet,7.0,0.48,2022,10,20
3996,WALM015,Grand Prairie,Fashion accessories,$23,2.0,2021-11-28,20:43:00,Ewallet,6.0,0.48,2021,11,28
3997,WALM004,Austin,Home and lifestyle,$69,2.0,2023-04-08,18:29:00,Ewallet,9.0,0.48,2023,4,8
3998,WALM100,Canyon,Fashion accessories,$45,1.0,2020-10-20,17:29:00,Ewallet,5.0,0.18,2020,10,20
3999,WALM027,Abilene,Home and lifestyle,$20,2.0,2020-11-22,18:38:00,Ewallet,4.0,0.48,2020,11,22
4000,WALM096,Eagle Pass,Fashion accessories,$42,1.0,2021-10-27,17:06:00,Ewallet,7.0,0.18,2021,10,27
4001,WALM009,Plano,Home and lifestyle,$55,1.0,2021-08-29,20:58:00,Ewallet,7.0,0.48,2021,8,29
4002,WALM064,Bedford,Fashion accessories,$17,1.0,2023-09-11,20:49:00,Ewallet,4.0,0.33,2023,9,11
4003,WALM028,Odessa,Home and lifestyle,$17,2.0,2020-08-14,18:22:00,Ewallet,6.0,0.48,2020,8,14
4004,WALM066,Grapevine,Fashion accessories,$69,2.0,2023-12-31,16:33:00,Ewallet,8.0,0.33,2023,12,31
4005,WALM077,Coppell,Home and lifestyle,$49,2.0,2021-12-08,19:38:00,Ewallet,8.0,0.33,2021,12,8
4006,WALM058,Port Arthur,Fashion accessories,$67,3.0,2020-11-30,17:53:00,Ewallet,4.0,0.33,2020,11,30
4007,WALM071,Lufkin,Home and lifestyle,$21,3.0,2023-09-28,16:39:00,Ewallet,4.0,0.33,2023,9,28
4008,WALM026,Denton,Fashion accessories,$23,1.0,2022-08-16,17:25:00,Ewallet,9.0,0.48,2022,8,16
4009,WALM100,Canyon,Home and lifestyle,$51,3.0,2021-11-21,17:05:00,Ewallet,6.0,0.18,2021,11,21
4010,WALM008,Corpus Christi,Fashion accessories,$68,1.0,2022-12-29,19:57:00,Ewallet,4.0,0.48,2022,12,29
4011,WALM026,Denton,Home and lifestyle,$45,2.0,2023-10-10,19:41:00,Ewallet,4.0,0.48,2023,10,10
4012,WALM094,Alamo,Fashion accessories,$81,2.0,2021-09-11,16:19:00,Ewallet,6.0,0.33,2021,9,11
4013,WALM039,Longview,Home and lifestyle,$45,3.0,2021-09-15,16:04:00,Ewallet,4.0,0.48,2021,9,15
4014,WALM024,Carrollton,Fashion accessories,$43,3.0,2021-09-20,20:12:00,Ewallet,7.0,0.48,2021,9,20
4015,WALM039,Longview,Home and lifestyle,$18,1.0,2022-01-10,17:43:00,Ewallet,7.0,0.48,2022,1,10
4016,WALM045,Missouri City,Fashion accessories,$54,3.0,2023-01-11,15:33:00,Credit card,4.0,0.48,2023,1,11
4017,WALM027,Abilene,Home and lifestyle,$56,3.0,2023-08-27,19:25:00,Ewallet,5.0,0.48,2023,8,27
4018,WALM061,Cedar Park,Fashion accessories,$44,1.0,2021-11-20,19:55:00,Ewallet,7.0,0.33,2021,11,20
4019,WALM008,Corpus Christi,Home and lifestyle,$66,2.0,2020-03-11,15:29:00,Ewallet,7.0,0.48,2020,3,11
4020,WALM076,Huntsville,Fashion accessories,$22,3.0,2022-09-11,16:20:00,Ewallet,6.0,0.33,2022,9,11
4021,WALM052,Mansfield,Home and lifestyle,$72,1.0,2021-09-22,15:40:00,Ewallet,7.0,0.57,2021,9,22
4022,WALM023,Midland,Fashion accessories,$50,1.0,2021-06-10,19:28:00,Ewallet,6.0,0.48,2021,6,10
4023,WALM097,Alice,Home and lifestyle,$68,1.0,2020-10-09,17:52:00,Ewallet,7.0,0.18,2020,10,9
4024,WALM006,El Paso,Fashion accessories,$19,1.0,2021-12-27,15:30:00,Ewallet,9.0,0.48,2021,12,27
4025,WALM088,Cleburne,Home and lifestyle,$71,1.0,2020-12-23,15:31:00,Ewallet,9.0,0.33,2020,12,23
4026,WALM051,New Braunfels,Fashion accessories,$19,3.0,2021-10-18,20:33:00,Ewallet,5.0,0.57,2021,10,18
4027,WALM034,College Station,Home and lifestyle,$38,1.0,2020-12-19,20:27:00,Ewallet,5.0,0.48,2020,12,19
4028,WALM083,Farmers Branch,Fashion accessories,$16,3.0,2022-09-30,17:29:00,Ewallet,6.0,0.33,2022,9,30
4029,WALM064,Bedford,Home and lifestyle,$25,3.0,2021-08-27,17:40:00,Ewallet,5.0,0.33,2021,8,27
4030,WALM077,Coppell,Fashion accessories,$33,1.0,2022-09-19,16:51:00,Ewallet,7.0,0.33,2022,9,19
4031,WALM030,Richardson,Home and lifestyle,$41,2.0,2021-12-28,15:56:00,Ewallet,5.0,0.48,2021,12,28
4032,WALM031,Lewisville,Fashion accessories,$41,2.0,2022-11-19,16:32:00,Ewallet,8.0,0.48,2022,11,19
4033,WALM039,Longview,Home and lifestyle,$63,2.0,2020-06-08,16:00:00,Ewallet,4.0,0.48,2020,6,8
4034,WALM026,Denton,Fashion accessories,$77,1.0,2023-09-16,16:35:00,Ewallet,7.0,0.48,2023,9,16
4035,WALM062,Galveston,Home and lifestyle,$64,2.0,2020-11-20,20:57:00,Ewallet,9.0,0.33,2020,11,20
4036,WALM007,Arlington,Fashion accessories,$84,2.0,2021-09-09,18:53:00,Ewallet,9.0,0.48,2021,9,9
4037,WALM002,Dallas,Home and lifestyle,$30,2.0,2023-12-23,19:13:00,Ewallet,4.0,0.36,2023,12,23
4038,WALM095,Big Spring,Fashion accessories,$44,3.0,2020-11-19,19:41:00,Ewallet,4.0,0.33,2020,11,19
4039,WALM022,Mesquite,Home and lifestyle,$59,3.0,2023-07-09,18:45:00,Ewallet,8.0,0.48,2023,7,9
4040,WALM085,Kerrville,Fashion accessories,$39,1.0,2023-03-09,18:22:00,Ewallet,9.0,0.33,2023,3,9
4041,WALM007,Arlington,Home and lifestyle,$24,2.0,2022-12-18,18:08:00,Ewallet,8.0,0.48,2022,12,18
4042,WALM037,League City,Fashion accessories,$74,3.0,2022-01-08,16:52:00,Ewallet,8.0,0.48,2022,1,8
4043,WALM036,Allen,Home and lifestyle,$61,2.0,2020-05-11,17:35:00,Ewallet,8.0,0.48,2020,5,11
4044,WALM024,Carrollton,Fashion accessories,$40,2.0,2022-01-10,17:39:00,Ewallet,9.0,0.48,2022,1,10
4045,WALM093,Angleton,Home and lifestyle,$73,3.0,2022-10-13,15:52:00,Ewallet,9.0,0.33,2022,10,13
4046,WALM090,Brownwood,Fashion accessories,$79,3.0,2020-08-27,16:23:00,Ewallet,7.0,0.33,2020,8,27
4047,WALM017,McKinney,Home and lifestyle,$75,1.0,2022-01-08,15:13:00,Ewallet,4.0,0.48,2022,1,8
4048,WALM015,Grand Prairie,Fashion accessories,$57,2.0,2021-09-24,19:04:00,Ewallet,5.0,0.48,2021,9,24
4049,WALM030,Richardson,Home and lifestyle,$25,2.0,2020-06-10,17:40:00,Ewallet,4.0,0.48,2020,6,10
4050,WALM072,Lancaster,Fashion accessories,$80,3.0,2023-12-23,15:02:00,Ewallet,7.0,0.33,2023,12,23
4051,WALM069,Rockwall,Home and lifestyle,$24,1.0,2023-09-16,17:27:00,Ewallet,6.0,0.33,2023,9,16
4052,WALM012,Garland,Fashion accessories,$28,1.0,2020-09-13,20:04:00,Ewallet,9.0,0.48,2020,9,13
4053,WALM052,Mansfield,Home and lifestyle,$79,2.0,2020-01-12,18:16:00,Ewallet,9.0,0.57,2020,1,12
4054,WALM080,Nacogdoches,Fashion accessories,$15,2.0,2020-08-31,17:29:00,Ewallet,6.0,0.33,2020,8,31
4055,WALM017,McKinney,Home and lifestyle,$24,3.0,2022-08-27,16:34:00,Ewallet,4.0,0.48,2022,8,27
4056,WALM036,Allen,Fashion accessories,$68,2.0,2021-11-25,20:13:00,Ewallet,6.0,0.48,2021,11,25
4057,WALM088,Cleburne,Home and lifestyle,$68,2.0,2023-09-25,19:47:00,Ewallet,8.0,0.33,2023,9,25
4058,WALM036,Allen,Fashion accessories,$67,1.0,2021-05-09,17:56:00,Ewallet,7.0,0.48,2021,5,9
4059,WALM062,Galveston,Home and lifestyle,$35,3.0,2021-11-19,15:43:00,Ewallet,4.0,0.33,2021,11,19
4060,WALM085,Kerrville,Fashion accessories,$23,1.0,2020-01-12,20:01:00,Ewallet,8.0,0.33,2020,1,12
4061,WALM077,Coppell,Home and lifestyle,$70,3.0,2022-06-10,17:39:00,Ewallet,9.0,0.33,2022,6,10
4062,WALM011,Lubbock,Fashion accessories,$20,1.0,2022-10-17,18:41:00,Ewallet,8.0,0.48,2022,10,17
4063,WALM068,Burleson,Home and lifestyle,$29,1.0,2020-10-22,19:43:00,Ewallet,6.0,0.33,2020,10,22
4064,WALM093,Angleton,Fashion accessories,$44,2.0,2020-11-09,15:03:00,Ewallet,6.0,0.33,2020,11,9
4065,WALM041,Mission,Home and lifestyle,$24,1.0,2022-09-21,19:12:00,Ewallet,4.0,0.48,2022,9,21
4066,WALM041,Mission,Fashion accessories,$36,3.0,2020-01-08,18:58:00,Ewallet,9.0,0.48,2020,1,8
4067,WALM024,Carrollton,Home and lifestyle,$76,1.0,2020-01-10,15:10:00,Ewallet,9.0,0.48,2020,1,10
4068,WALM034,College Station,Fashion accessories,$31,1.0,2021-12-08,21:00:00,Ewallet,8.0,0.48,2021,12,8
4069,WALM019,Pasadena,Home and lifestyle,$75,1.0,2021-10-12,20:13:00,Ewallet,6.0,0.48,2021,10,12
4070,WALM007,Arlington,Fashion accessories,$53,3.0,2023-09-23,17:54:00,Ewallet,6.0,0.48,2023,9,23
4071,WALM096,Eagle Pass,Home and lifestyle,$78,2.0,2022-05-11,20:46:00,Ewallet,6.0,0.18,2022,5,11
4072,WALM095,Big Spring,Fashion accessories,$61,3.0,2023-11-14,17:49:00,Ewallet,6.0,0.33,2023,11,14
4073,WALM030,Richardson,Home and lifestyle,$80,1.0,2021-09-20,17:31:00,Ewallet,4.0,0.48,2021,9,20
4074,WALM045,Missouri City,Fashion accessories,$47,1.0,2020-08-26,19:00:00,Credit card,4.0,0.48,2020,8,26
4075,WALM017,McKinney,Home and lifestyle,$56,3.0,2021-09-22,15:57:00,Ewallet,6.0,0.48,2021,9,22
4076,WALM072,Lancaster,Fashion accessories,$77,1.0,2021-06-11,20:12:00,Ewallet,4.0,0.33,2021,6,11
4077,WALM034,College Station,Home and lifestyle,$50,3.0,2023-08-10,19:47:00,Ewallet,7.0,0.48,2023,8,10
4078,WALM088,Cleburne,Fashion accessories,$41,1.0,2021-10-09,20:29:00,Ewallet,7.0,0.33,2021,10,9
4079,WALM010,Laredo,Home and lifestyle,$79,3.0,2020-02-09,15:01:00,Ewallet,5.0,0.48,2020,2,9
4080,WALM083,Farmers Branch,Fashion accessories,$53,2.0,2023-11-15,17:23:00,Ewallet,9.0,0.33,2023,11,15
4081,WALM015,Grand Prairie,Home and lifestyle,$20,3.0,2020-10-28,17:07:00,Ewallet,6.0,0.48,2020,10,28
4082,WALM017,McKinney,Fashion accessories,$63,3.0,2022-08-16,15:23:00,Ewallet,4.0,0.48,2022,8,16
4083,WALM062,Galveston,Home and lifestyle,$67,3.0,2021-11-18,15:20:00,Ewallet,9.0,0.33,2021,11,18
4084,WALM076,Huntsville,Fashion accessories,$50,1.0,2023-09-16,19:52:00,Ewallet,8.0,0.33,2023,9,16
4085,WALM078,Del Rio,Home and lifestyle,$58,1.0,2023-12-26,18:13:00,Ewallet,6.0,0.33,2023,12,26
4086,WALM044,Pharr,Fashion accessories,$55,3.0,2020-12-17,16:11:00,Ewallet,5.0,0.48,2020,12,17
4087,WALM094,Alamo,Home and lifestyle,$82,2.0,2022-12-17,15:47:00,Ewallet,7.0,0.33,2022,12,17
4088,WALM008,Corpus Christi,Fashion accessories,$58,2.0,2021-08-13,15:40:00,Ewallet,5.0,0.48,2021,8,13
4089,WALM044,Pharr,Home and lifestyle,$74,1.0,2021-09-19,19:53:00,Ewallet,4.0,0.48,2021,9,19
4090,WALM078,Del Rio,Fashion accessories,$78,2.0,2021-10-14,15:31:00,Ewallet,8.0,0.33,2021,10,14
4091,WALM049,North Richland Hills,Home and lifestyle,$49,1.0,2023-09-13,20:31:00,Ewallet,7.0,0.48,2023,9,13
4092,WALM005,Fort Worth,Fashion accessories,$80,1.0,2022-06-12,17:48:00,Ewallet,7.0,0.48,2022,6,12
4093,WALM058,Port Arthur,Home and lifestyle,$17,1.0,2021-10-31,20:21:00,Ewallet,4.0,0.33,2021,10,31
4094,WALM022,Mesquite,Fashion accessories,$73,2.0,2022-10-30,15:59:00,Ewallet,9.0,0.48,2022,10,30
4095,WALM078,Del Rio,Home and lifestyle,$61,2.0,2022-09-21,18:21:00,Ewallet,6.0,0.33,2022,9,21
4096,WALM053,Conroe,Fashion accessories,$48,3.0,2021-10-21,19:23:00,Ewallet,7.0,0.21,2021,10,21
4097,WALM037,League City,Home and lifestyle,$38,1.0,2023-03-12,15:10:00,Ewallet,6.0,0.48,2023,3,12
4098,WALM076,Huntsville,Fashion accessories,$85,3.0,2020-12-26,16:01:00,Ewallet,9.0,0.33,2020,12,26
4099,WALM028,Odessa,Home and lifestyle,$53,1.0,2021-05-11,17:56:00,Ewallet,4.0,0.48,2021,5,11
4100,WALM007,Arlington,Fashion accessories,$58,3.0,2023-11-30,19:58:00,Ewallet,5.0,0.48,2023,11,30
4101,WALM060,DeSoto,Home and lifestyle,$43,3.0,2021-10-27,20:28:00,Ewallet,8.0,0.33,2021,10,27
4102,WALM048,Harlingen,Fashion accessories,$33,2.0,2023-04-08,16:06:00,Ewallet,6.0,0.48,2023,4,8
4103,WALM039,Longview,Home and lifestyle,$84,3.0,2023-08-12,18:38:00,Ewallet,7.0,0.48,2023,8,12
4104,WALM059,Pflugerville,Fashion accessories,$34,2.0,2021-09-10,16:20:00,Ewallet,5.0,0.33,2021,9,10
4105,WALM059,Pflugerville,Home and lifestyle,$15,2.0,2022-08-22,16:02:00,Ewallet,9.0,0.33,2022,8,22
4106,WALM044,Pharr,Fashion accessories,$43,3.0,2022-11-16,18:58:00,Ewallet,5.0,0.48,2022,11,16
4107,WALM092,Lake Jackson,Home and lifestyle,$70,2.0,2022-12-31,16:18:00,Ewallet,5.0,0.33,2022,12,31
4108,WALM023,Midland,Fashion accessories,$67,3.0,2023-09-08,16:26:00,Ewallet,9.0,0.48,2023,9,8
4109,WALM013,Irving,Home and lifestyle,$82,1.0,2021-06-11,20:33:00,Ewallet,4.0,0.48,2021,6,11
4110,WALM001,Houston,Fashion accessories,$17,1.0,2020-03-12,20:33:00,Ewallet,5.0,0.36,2020,3,12
4111,WALM060,DeSoto,Home and lifestyle,$43,1.0,2022-08-16,19:38:00,Ewallet,9.0,0.33,2022,8,16
4112,WALM005,Fort Worth,Fashion accessories,$76,1.0,2023-08-30,19:30:00,Ewallet,7.0,0.48,2023,8,30
4113,WALM015,Grand Prairie,Home and lifestyle,$30,2.0,2021-01-08,20:07:00,Ewallet,6.0,0.48,2021,1,8
4114,WALM031,Lewisville,Fashion accessories,$78,2.0,2020-10-19,15:51:00,Ewallet,7.0,0.48,2020,10,19
4115,WALM079,La Porte,Home and lifestyle,$66,2.0,2023-10-22,16:04:00,Ewallet,9.0,0.33,2023,10,22
4116,WALM043,Baytown,Fashion accessories,$59,3.0,2020-08-13,17:05:00,Ewallet,4.0,0.48,2020,8,13
4117,WALM024,Carrollton,Home and lifestyle,$61,2.0,2021-01-10,16:11:00,Ewallet,9.0,0.48,2021,1,10
4118,WALM064,Bedford,Fashion accessories,$29,2.0,2022-11-21,18:07:00,Ewallet,5.0,0.33,2022,11,21
4119,WALM063,Georgetown,Home and lifestyle,$27,1.0,2023-12-29,15:27:00,Ewallet,8.0,0.33,2023,12,29
4120,WALM085,Kerrville,Fashion accessories,$84,3.0,2023-11-19,18:43:00,Ewallet,8.0,0.33,2023,11,19
4121,WALM007,Arlington,Home and lifestyle,$36,2.0,2022-07-12,18:31:00,Ewallet,8.0,0.48,2022,7,12
4122,WALM044,Pharr,Fashion accessories,$15,1.0,2020-08-11,15:38:00,Ewallet,5.0,0.48,2020,8,11
4123,WALM033,Pearland,Home and lifestyle,$41,3.0,2023-04-10,16:21:00,Ewallet,7.0,0.48,2023,4,10
4124,WALM057,Euless,Fashion accessories,$51,3.0,2021-08-12,19:20:00,Ewallet,4.0,0.33,2021,8,12
4125,WALM094,Alamo,Home and lifestyle,$22,2.0,2021-12-20,17:36:00,Ewallet,6.0,0.33,2021,12,20
4126,WALM077,Coppell,Fashion accessories,$41,1.0,2023-08-12,19:46:00,Ewallet,8.0,0.33,2023,8,12
4127,WALM012,Garland,Home and lifestyle,$77,3.0,2022-12-20,17:47:00,Ewallet,4.0,0.48,2022,12,20
4128,WALM021,McAllen,Fashion accessories,$37,2.0,2022-09-19,20:18:00,Ewallet,4.0,0.48,2022,9,19
4129,WALM037,League City,Home and lifestyle,$71,1.0,2023-03-08,17:14:00,Ewallet,9.0,0.48,2023,3,8
4130,WALM007,Arlington,Fashion accessories,$44,3.0,2021-01-12,20:55:00,Ewallet,7.0,0.48,2021,1,12
4131,WALM064,Bedford,Home and lifestyle,$70,2.0,2023-08-11,15:05:00,Ewallet,5.0,0.33,2023,8,11
4132,WALM026,Denton,Fashion accessories,$53,1.0,2021-11-28,17:04:00,Ewallet,5.0,0.48,2021,11,28
4133,WALM076,Huntsville,Home and lifestyle,$20,1.0,2023-12-25,16:43:00,Ewallet,9.0,0.33,2023,12,25
4134,WALM030,Richardson,Fashion accessories,$71,2.0,2021-01-09,18:06:00,Ewallet,4.0,0.48,2021,1,9
4135,WALM092,Lake Jackson,Home and lifestyle,$69,1.0,2023-09-14,20:12:00,Ewallet,4.0,0.33,2023,9,14
4136,WALM060,DeSoto,Fashion accessories,$26,3.0,2022-09-11,20:23:00,Ewallet,4.0,0.33,2022,9,11
4137,WALM012,Garland,Home and lifestyle,$42,2.0,2023-03-08,19:34:00,Ewallet,8.0,0.48,2023,3,8
4138,WALM021,McAllen,Fashion accessories,$58,3.0,2023-08-16,18:37:00,Ewallet,7.0,0.48,2023,8,16
4139,WALM027,Abilene,Home and lifestyle,$40,2.0,2021-05-09,18:50:00,Ewallet,5.0,0.48,2021,5,9
4140,WALM072,Lancaster,Fashion accessories,$42,1.0,2020-08-28,16:54:00,Ewallet,7.0,0.33,2020,8,28
4141,WALM008,Corpus Christi,Home and lifestyle,$85,3.0,2021-10-15,20:47:00,Ewallet,5.0,0.48,2021,10,15
4142,WALM078,Del Rio,Fashion accessories,$61,2.0,2021-12-25,18:57:00,Ewallet,5.0,0.33,2021,12,25
4143,WALM062,Galveston,Home and lifestyle,$83,2.0,2022-06-09,18:57:00,Ewallet,4.0,0.33,2022,6,9
4144,WALM021,McAllen,Fashion accessories,$15,1.0,2022-07-09,20:22:00,Ewallet,6.0,0.48,2022,7,9
4145,WALM024,Carrollton,Home and lifestyle,$33,1.0,2022-07-11,15:26:00,Ewallet,4.0,0.48,2022,7,11
4146,WALM034,College Station,Fashion accessories,$80,3.0,2023-06-08,15:05:00,Ewallet,6.0,0.48,2023,6,8
4147,WALM034,College Station,Home and lifestyle,$28,3.0,2022-11-30,17:23:00,Ewallet,5.0,0.48,2022,11,30
4148,WALM001,Houston,Fashion accessories,$54,3.0,2021-11-11,18:08:00,Ewallet,8.0,0.36,2021,11,11
4149,WALM096,Eagle Pass,Home and lifestyle,$43,2.0,2023-09-12,16:31:00,Ewallet,5.0,0.18,2023,9,12
4150,WALM063,Georgetown,Fashion accessories,$47,3.0,2022-05-12,20:21:00,Ewallet,5.0,0.33,2022,5,12
4151,WALM013,Irving,Home and lifestyle,$77,1.0,2023-10-14,18:41:00,Ewallet,7.0,0.48,2023,10,14
4152,WALM033,Pearland,Fashion accessories,$54,3.0,2020-10-29,18:54:00,Ewallet,5.0,0.48,2020,10,29
4153,WALM022,Mesquite,Home and lifestyle,$82,1.0,2023-04-08,17:15:00,Ewallet,4.0,0.48,2023,4,8
4154,WALM017,McKinney,Fashion accessories,$67,3.0,2020-08-16,20:09:00,Ewallet,6.0,0.48,2020,8,16
4155,WALM080,Nacogdoches,Home and lifestyle,$38,3.0,2020-12-29,16:41:00,Ewallet,8.0,0.33,2020,12,29
4156,WALM097,Alice,Fashion accessories,$50,2.0,2021-08-17,17:34:00,Ewallet,5.0,0.18,2021,8,17
4157,WALM093,Angleton,Home and lifestyle,$18,2.0,2023-10-23,20:34:00,Ewallet,4.0,0.33,2023,10,23
4158,WALM094,Alamo,Fashion accessories,$77,2.0,2020-05-08,16:48:00,Ewallet,6.0,0.33,2020,5,8
4159,WALM014,Amarillo,Home and lifestyle,$67,1.0,2021-05-09,15:20:00,Ewallet,7.0,0.48,2021,5,9
4160,WALM048,Harlingen,Fashion accessories,$63,2.0,2023-08-13,15:43:00,Ewallet,7.0,0.48,2023,8,13
4161,WALM083,Farmers Branch,Home and lifestyle,$59,3.0,2021-08-12,16:29:00,Ewallet,6.0,0.33,2021,8,12
4162,WALM016,Brownsville,Fashion accessories,$55,1.0,2021-09-10,17:02:00,Ewallet,5.0,0.48,2021,9,10
4163,WALM090,Brownwood,Home and lifestyle,$56,3.0,2021-10-17,19:08:00,Ewallet,7.0,0.33,2021,10,17
4164,WALM006,El Paso,Fashion accessories,$33,2.0,2022-09-23,19:43:00,Ewallet,9.0,0.48,2022,9,23
4165,WALM070,Hurst,Home and lifestyle,$47,2.0,2021-12-20,17:33:00,Ewallet,5.0,0.33,2021,12,20
4166,WALM027,Abilene,Fashion accessories,$15,3.0,2023-12-23,16:17:00,Ewallet,7.0,0.48,2023,12,23
4167,WALM064,Bedford,Home and lifestyle,$58,2.0,2022-10-25,18:39:00,Ewallet,5.0,0.33,2022,10,25
4168,WALM024,Carrollton,Fashion accessories,$16,3.0,2023-11-15,19:55:00,Ewallet,6.0,0.48,2023,11,15
4169,WALM006,El Paso,Home and lifestyle,$26,3.0,2021-07-10,18:20:00,Ewallet,5.0,0.48,2021,7,10
4170,WALM007,Arlington,Fashion accessories,$53,1.0,2020-12-28,19:28:00,Ewallet,4.0,0.48,2020,12,28
4171,WALM060,DeSoto,Home and lifestyle,$29,1.0,2023-10-10,18:11:00,Ewallet,9.0,0.33,2023,10,10
4172,WALM007,Arlington,Fashion accessories,$75,3.0,2023-08-10,15:42:00,Ewallet,6.0,0.48,2023,8,10
4173,WALM058,Port Arthur,Home and lifestyle,$64,2.0,2022-09-27,16:05:00,Ewallet,4.0,0.33,2022,9,27
4174,WALM026,Denton,Fashion accessories,$55,1.0,2021-09-26,17:41:00,Ewallet,4.0,0.48,2021,9,26
4175,WALM039,Longview,Home and lifestyle,$31,1.0,2021-09-18,17:43:00,Ewallet,7.0,0.48,2021,9,18
4176,WALM011,Lubbock,Fashion accessories,$42,1.0,2023-10-23,15:05:00,Ewallet,5.0,0.48,2023,10,23
4177,WALM090,Brownwood,Home and lifestyle,$18,1.0,2020-11-20,19:31:00,Ewallet,9.0,0.33,2020,11,20
4178,WALM001,Houston,Fashion accessories,$51,2.0,2020-03-08,16:50:00,Ewallet,4.0,0.36,2020,3,8
4179,WALM077,Coppell,Home and lifestyle,$25,2.0,2020-11-09,17:04:00,Ewallet,6.0,0.33,2020,11,9
4180,WALM045,Missouri City,Fashion accessories,$50,3.0,2022-10-23,15:26:00,Credit card,6.0,0.48,2022,10,23
4181,WALM040,Edinburg,Home and lifestyle,$21,3.0,2021-12-24,18:53:00,Ewallet,8.0,0.48,2021,12,24
4182,WALM094,Alamo,Fashion accessories,$16,3.0,2021-08-20,17:01:00,Ewallet,8.0,0.33,2021,8,20
4183,WALM012,Garland,Home and lifestyle,$70,2.0,2021-05-09,17:24:00,Ewallet,6.0,0.48,2021,5,9
4184,WALM043,Baytown,Fashion accessories,$71,3.0,2021-11-08,16:41:00,Ewallet,8.0,0.48,2021,11,8
4185,WALM045,Missouri City,Home and lifestyle,$51,2.0,2021-06-09,20:38:00,Credit card,4.0,0.48,2021,6,9
4186,WALM027,Abilene,Fashion accessories,$52,3.0,2021-08-16,16:22:00,Ewallet,5.0,0.48,2021,8,16
4187,WALM067,Haltom City,Home and lifestyle,$65,3.0,2020-08-27,16:25:00,Ewallet,9.0,0.33,2020,8,27
4188,WALM047,Flower Mound,Fashion accessories,$56,3.0,2021-01-10,17:48:00,Ewallet,8.0,0.48,2021,1,10
4189,WALM079,La Porte,Home and lifestyle,$60,1.0,2023-09-25,15:36:00,Ewallet,7.0,0.33,2023,9,25
4190,WALM080,Nacogdoches,Fashion accessories,$85,1.0,2021-10-11,19:02:00,Ewallet,6.0,0.33,2021,10,11
4191,WALM064,Bedford,Home and lifestyle,$42,1.0,2023-12-27,20:56:00,Ewallet,9.0,0.33,2023,12,27
4192,WALM036,Allen,Fashion accessories,$40,3.0,2023-11-16,15:18:00,Ewallet,5.0,0.48,2023,11,16
4193,WALM049,North Richland Hills,Home and lifestyle,$73,2.0,2023-12-17,20:47:00,Ewallet,9.0,0.48,2023,12,17
4194,WALM080,Nacogdoches,Fashion accessories,$58,2.0,2023-12-15,17:51:00,Ewallet,9.0,0.33,2023,12,15
4195,WALM098,Mineral Wells,Home and lifestyle,$38,2.0,2020-08-29,17:56:00,Ewallet,9.0,0.18,2020,8,29
4196,WALM061,Cedar Park,Fashion accessories,$83,2.0,2021-06-10,18:15:00,Ewallet,4.0,0.33,2021,6,10
4197,WALM031,Lewisville,Home and lifestyle,$25,2.0,2023-11-28,15:30:00,Ewallet,9.0,0.48,2023,11,28
4198,WALM010,Laredo,Fashion accessories,$53,2.0,2022-11-12,18:56:00,Ewallet,6.0,0.48,2022,11,12
4199,WALM001,Houston,Home and lifestyle,$78,2.0,2020-09-15,17:54:00,Ewallet,9.0,0.36,2020,9,15
4200,WALM030,Richardson,Fashion accessories,$48,3.0,2022-12-16,18:27:00,Ewallet,4.0,0.48,2022,12,16
4201,WALM062,Galveston,Home and lifestyle,$70,3.0,2022-08-18,15:11:00,Ewallet,4.0,0.33,2022,8,18
4202,WALM064,Bedford,Fashion accessories,$56,3.0,2021-10-25,17:17:00,Ewallet,5.0,0.33,2021,10,25
4203,WALM012,Garland,Home and lifestyle,$83,3.0,2023-10-08,18:40:00,Ewallet,4.0,0.48,2023,10,8
4204,WALM067,Haltom City,Fashion accessories,$68,3.0,2022-08-23,19:28:00,Ewallet,5.0,0.33,2022,8,23
4205,WALM039,Longview,Home and lifestyle,$52,3.0,2021-04-11,19:05:00,Ewallet,7.0,0.48,2021,4,11
4206,WALM031,Lewisville,Fashion accessories,$18,1.0,2021-10-24,20:36:00,Ewallet,6.0,0.48,2021,10,24
4207,WALM011,Lubbock,Home and lifestyle,$66,2.0,2022-12-20,15:55:00,Ewallet,6.0,0.48,2022,12,20
